index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
11503,Aquarena Springs Drive,austin-san marcos,tx,78666.0,Homeowners Community,1,False,False,False,False,True,False,29.892197,-97.9071307
11504,Cottagewood Avenue,minneapolis-st. paul,mn,55331.0,Public,3,False,False,False,False,False,False,44.9261842,-93.536835
11505,Spartan Lane,pittsburgh,pa,15601.0,Public,6,False,False,False,False,False,False,40.2830451,-79.599466
11506,Tashua Knolls Lane,new york,ny,6611.0,Public,8,False,False,False,False,True,False,41.2903592,-73.2491
11507,Lake Street,chicago,il,60053.0,Public,3,False,False,False,False,True,False,42.0440741,-87.781137
11508,Green Bay Road,chicago,il,60044.0,Public,4,False,True,False,False,False,False,42.2816012,-87.855708
11509,Wiltshire Drive,new york,ny,8520.0,Public,3,False,False,False,False,False,False,40.2701449,-74.566322
11510,Rine Road,new york,ny,8844.0,Public,6,False,False,False,False,False,False,40.4968149,-74.658569
11511,Camden Lane,milwaukee,wi,53045.0,Public,2,False,False,False,False,False,False,43.0696245,-88.175078
11512,Dobbs Drive,atlanta,ga,30075.0,Public,2,False,False,False,False,False,False,34.0217642,-84.3481672
11513,Dayton Avenue,new york,ny,11949.0,Public,4,False,True,False,False,False,False,40.8399748,-72.8259015
11514,Pennsview Court,pittsburgh,pa,15205.0,Homeowners Community,2,False,False,False,False,True,False,40.4284596,-80.1009214
11515,Madison Avenue,new york,ny,10037.0,Public,2,False,False,False,False,False,False,40.8093106,-73.9385569
11516,Glenleaf Drive,atlanta,ga,30092.0,Homeowners Community,2,False,False,False,False,True,False,33.9482195,-84.2490435
11517,North Deer Run Drive,chicago,il,60067.0,Homeowners Community,2,False,False,False,False,False,False,42.1203236,-88.056694
11518,Salem High School,detroit,mi,48187.0,Public,24,False,False,False,False,False,False,42.3495371,-83.4990442
11519,Mile Road,detroit,mi,48316.0,Public,3,False,True,False,False,True,False,42.6835475,-83.0288851
11520,Bemis Street,boston,ma,2472.0,Public,2,False,False,False,False,True,False,42.3716713,-71.1923182
11521,Maple Circle Drive,cincinnati,oh,45246.0,Homeowners Community,2,False,False,False,False,False,False,39.2994939,-84.4880176
11522,Farmington Drive,greensboro-winston-salem,nc,27407.0,Homeowners Community,2,False,False,False,False,True,False,36.0340561,-79.8534393
11523,McCord Drive,memphis,tn,38671.0,Public,4,False,False,False,False,True,False,34.9750081,-90.0070059
11524,Linton Drive,new york,ny,8540.0,Homeowners Community,1,False,False,False,False,False,False,40.3897942,-74.6658003
11525,Jensen Avenue,new york,ny,10543.0,Public,2,False,False,False,False,False,False,40.956729,-73.724538
11526,Street,los angeles,ca,90405.0,Public,1,False,False,False,False,True,False,34.0066904,-118.4816587
11527,Hill Drive Court,st. louis,mo,63025.0,Public,1,False,False,False,False,False,False,38.5001285,-90.6348896
11528,Oneck Lane,new york,ny,11977.0,Public,8,False,True,False,False,False,False,40.8195173,-72.651343
11529,Julie Way,los angeles,ca,92545.0,Public,2,False,False,False,False,True,False,33.7501689,-116.9997704
11530,Ginny Lane,chicago,il,60098.0,Public,1,False,False,False,False,False,False,42.2986252,-88.446579
11531,Portland Avenue,san francisco - oakland - san jose,ca,94706.0,Public,4,False,False,False,False,True,False,37.8955737,-122.2913396
11532,West Napa Drive,san francisco - oakland - san jose,ca,94954.0,Homeowners Community,1,False,False,False,False,True,False,38.2608871,-122.6510775
11533,Southeast Street,seattle,wa,98007.0,Homeowners Community,1,False,False,False,False,False,False,47.5888718,-122.1447301
11534,K Street Northeast,seattle,wa,98002.0,Homeowners Community,1,False,False,False,False,False,False,47.324716,-122.215476
11535,Lansdale Drive,san diego,ca,92130.0,Public,8,False,False,False,False,False,False,32.9572752,-117.2217929
11536,South Victory Drive,indianapolis,in,46163.0,Public,10,False,False,False,False,False,False,39.7150481,-85.891757
11537,Mason Drive,houston - galveston - brazoria,tx,77554.0,Homeowners Community,1,False,False,False,False,True,False,29.1443583,-95.0465856
11538,Pine Haven Circle,west palm beach - boca raton,fl,33431.0,Homeowners Community,2,False,False,False,False,False,False,26.3827104,-80.1324856
11539,Street,orlando,fl,34769.0,Public,2,False,False,False,False,True,False,28.255259,-81.2715554
11540,Kyle Seale Parkway,san antonio,tx,78249.0,Public,6,False,True,False,False,False,False,29.5637242,-98.6476457
11541,Irishtown Road,wilmington-newark,de,21901.0,Public,4,False,False,False,False,False,False,39.584251,-75.932822
11542,Lydia Lane,minneapolis-st. paul,mn,55125.0,Public,2,False,False,False,False,False,False,44.8940851,-92.960477
11543,North Marlborough Drive,milwaukee,wi,53217.0,Public,6,False,True,False,False,True,False,43.1067951,-87.897706
11544,Johnson Park Road,new york,ny,7821.0,Public,3,False,False,False,False,False,False,40.9725999,-74.714434
11545,Hillside Lane,chicago,il,60448.0,Public,1,False,False,False,False,False,False,41.5468476,-87.896327
11546,Waukegan Road,chicago,il,60015.0,Public,10,False,False,False,False,False,False,42.1872566,-87.855101
11547,Monthaven Park Place,nashville,tn,37075.0,Homeowners Community,1,False,False,False,False,True,False,36.3118832,-86.6622269
11548,Lido Court,new york,ny,8724.0,Homeowners Community,1,True,False,False,False,False,False,40.1015626,-74.1408706
11549,Howell Park Road,atlanta,ga,30096.0,Homeowners Community,2,False,False,False,False,True,False,33.9708937,-84.1564322
11550,Garden Springs Drive,atlanta,ga,30349.0,Homeowners Community,1,False,False,False,False,False,False,33.5948087,-84.4214344
11551,Park Avenue,philadelphia,pa,19020.0,Homeowners Community,2,False,False,False,False,False,False,40.1017759,-74.9360812
11552,Houston Avenue,boston,ma,2186.0,Public,7,False,False,False,False,False,False,42.2595087,-71.0868001
11553,Plain Street,boston,ma,2184.0,Homeowners Community,2,False,False,False,False,False,False,42.1992594,-70.9936845
11554,Newhall Avenue,boston,ma,1906.0,Homeowners Community,2,False,False,False,False,False,False,42.4656074,-71.0179746
11555,Barnard Lane,boston,ma,3045.0,Public,4,False,False,False,False,False,False,43.0139518,-71.5899932
11556,Asylum Street,providence,ri,2895.0,Public,3,False,False,False,False,False,False,41.9976063,-71.5296543
11557,Cree Arch,norfolk-virginia beach,va,23464.0,Homeowners Community,1,False,False,False,False,True,False,36.7932543,-76.1659491
11558,Harbour Mist Lane,richmond-petersburg,va,23111.0,Homeowners Community,1,False,False,False,False,False,False,37.6325269,-77.3239982
11559,Echo Forest Drive,charlotte,nc,28270.0,Homeowners Community,1,False,False,False,False,True,False,35.1059716,-80.7644033
11560,Electra Lane,charlotte,nc,28212.0,Homeowners Community,1,False,False,False,False,True,False,35.1818499,-80.7499731
11561,Wheeler Avenue,chicago,il,60436.0,Public,3,False,False,False,False,False,False,41.5111623,-88.1056309
11562,Wimbledon Drive,grand rapids,mi,49418.0,Public,12,False,False,False,False,False,False,42.8810194,-85.7677317
11563,School Drive,albany,ny,12065.0,Public,10,False,False,False,False,False,False,42.86402,-73.8002944
11564,West Terrace,kansas city,mo,66215.0,Public,4,False,False,False,False,True,False,38.9802123,-94.7326183
11565,Harbor Boulevard,los angeles,ca,93035.0,Homeowners Community,1,False,False,False,False,False,False,34.1625905,-119.2258859
11566,Street,san francisco - oakland - san jose,ca,94801.0,Public,2,False,False,False,False,False,False,37.943216,-122.3595858
11567,Bluffview Drive,atlanta,ga,30062.0,Homeowners Community,1,False,False,False,False,False,False,34.0418407,-84.4356287
11568,Des Moines Way South,seattle,wa,98148.0,Homeowners Community,1,False,False,False,False,False,False,47.4653595,-122.3237193
11569,Crestcliff Court,atlanta,ga,30043.0,Homeowners Community,2,False,False,False,False,True,False,33.9992547,-84.0624261
11570,Hunters Trce,atlanta,ga,30157.0,Homeowners Community,2,False,False,False,False,False,False,33.9243196,-84.7540498
11571,Morrissey Place,atlanta,ga,30044.0,Homeowners Community,2,False,False,False,False,True,False,33.9248359,-84.0382433
11572,South Pine Street,fresno,ca,93637.0,Public,8,False,False,False,False,True,False,36.9409742,-120.0711358
11573,Northwest Street,miami-fort lauderdale,fl,33351.0,Homeowners Community,2,False,False,False,False,False,False,26.1729829,-80.2649438
11574,Alta Vista Lane,dallas - fort worth,tx,75229.0,Public,2,False,False,False,False,True,False,32.9039565,-96.8483555
11575,Craig Street,houston - galveston - brazoria,tx,77521.0,Public,8,False,True,False,False,True,False,29.7726101,-94.9692965
11576,South Isle Drive,tampa-st. petersburg-clearwater,fl,33706.0,Public,2,False,False,False,False,True,False,27.7050925,-82.7274692
11577,Miner Road,west palm beach - boca raton,fl,33435.0,Public,2,False,False,False,False,False,False,26.5550193,-80.0614929
11578,Cobia Circle,west palm beach - boca raton,fl,33437.0,Homeowners Community,2,False,False,False,False,False,False,26.5366684,-80.1524627
11579,Saturnia Lakes Drive,west palm beach - boca raton,fl,33498.0,Homeowners Community,2,True,False,False,False,True,False,26.3875736,-80.2306867
11580,Manchaca Road,austin-san marcos,tx,78745.0,Public,4,False,True,False,False,False,False,30.2132122,-97.7985764
11581,South Bounds Street,austin-san marcos,tx,76578.0,Public,4,False,False,False,False,True,False,30.5885128,-97.2946751
11582,East Street,minneapolis-st. paul,mn,55406.0,Public,2,False,True,False,False,False,False,44.9411543,-93.218393
11583,Commons Drive,chicago,il,60098.0,Homeowners Community,1,False,False,False,False,False,False,42.2880562,-88.423655
11584,Spring Creek Lane,atlanta,ga,30350.0,Homeowners Community,2,False,False,False,False,True,False,33.9727622,-84.3616748
11585,Ocean Avenue,new york,ny,7750.0,Homeowners Community,2,False,False,False,False,True,False,40.3301883,-73.9745522
11586,West Street,atlanta,ga,30297.0,Public,1,False,False,False,False,False,False,33.6117959,-84.3729079
11587,High Creek Trce,atlanta,ga,30076.0,Homeowners Community,3,False,False,False,False,True,False,34.0291001,-84.3272567
11588,Bryan Street,atlanta,ga,30110.0,Public,6,False,False,False,False,True,False,33.724072,-85.1451802
11589,South Bridge Street,portland,or,97378.0,Public,2,False,False,False,False,False,False,45.0945572,-123.3949721
11590,Queenstown Road,baltimore,md,21144.0,Public,2,False,False,False,False,False,False,39.1520699,-76.6629195
11591,Krefeld Glen Drive,charlotte,nc,28227.0,Homeowners Community,1,False,False,False,False,True,False,35.1558545,-80.7363796
11592,South Otterbein Avenue,columbus,oh,43081.0,Public,5,False,True,False,False,True,False,40.1180475,-82.921232
11593,East Terrace,kansas city,mo,64138.0,Public,4,False,False,False,False,True,False,38.9817886,-94.4665754
11594,Lake Park Drive North,los angeles,ca,93065.0,Public,6,False,True,False,False,True,False,34.248845,-118.8082123
11595,Rimcrest Circle,los angeles,ca,92651.0,Public,6,False,False,False,False,False,False,33.5557638,-117.7587819
11596,North Bank Circle,portland,or,97203.0,Public,2,False,False,False,False,False,False,45.601278,-122.7534091
11597,Northwest Neakahnie Avenue,portland,or,97229.0,Homeowners Community,2,False,False,False,False,False,False,45.5557482,-122.8764904
11598,Everett Road,baltimore,md,21061.0,Public,1,False,False,False,False,False,False,39.1400299,-76.6381466
11599,Avenue,san francisco - oakland - san jose,ca,94121.0,Public,1,False,False,False,False,False,False,37.7727755,-122.4989963
11600,Purdue Street,san francisco - oakland - san jose,ca,94579.0,Public,4,False,False,False,False,True,False,37.6948066,-122.1471763
11601,Ruette Alliante,san diego,ca,92130.0,Homeowners Community,1,False,False,False,False,True,False,32.9454454,-117.2356224
11602,Southwest Avenue,miami-fort lauderdale,fl,33173.0,Homeowners Community,1,False,True,False,False,False,False,25.6994007,-80.3700542
11603,Northwest Street,miami-fort lauderdale,fl,33056.0,Public,2,False,False,False,False,True,False,25.964006,-80.2529275
11604,Towerside Terrace,miami-fort lauderdale,fl,33138.0,Homeowners Community,2,False,False,False,False,False,False,25.8723627,-80.1679337
11605,Greenway Drive,west palm beach - boca raton,fl,33458.0,Public,4,False,False,False,False,False,False,26.8978747,-80.1212096
11606,Glyndon Street Northeast,washington,dc,22180.0,Public,2,False,True,False,False,True,False,38.9081329,-77.26518
11607,Poppy Place,west palm beach - boca raton,fl,33484.0,Homeowners Community,2,False,False,False,False,False,False,26.473944,-80.1251364
11608,Rhawn Street,philadelphia,pa,19111.0,Public,3,False,False,False,False,True,False,40.0743114,-75.081413
11609,Queen Street,philadelphia,pa,8096.0,Public,5,False,True,False,False,False,False,39.8345338,-75.164326
11610,South Narragansett Avenue,chicago,il,60638.0,Public,4,False,False,False,False,True,False,41.7891389,-87.781054
11611,Pingree Road,chicago,il,60014.0,Public,2,False,False,False,False,False,False,42.2182126,-88.295595
11612,Melbourne Drive,nashville,tn,37122.0,Homeowners Community,2,False,False,False,False,True,False,36.2063039,-86.5580392
11613,West Fountain Drive,milwaukee,wi,53151.0,Homeowners Community,1,False,False,False,False,False,False,42.9886157,-88.0826175
11614,Fox Lane,new york,ny,6390.0,Public,2,False,False,False,False,True,False,41.2552909,-72.0331693
11615,Chastain Park Trail,atlanta,ga,30342.0,Public,9,False,True,False,False,True,False,33.8729989,-84.3951702
11616,Avenue North,minneapolis-st. paul,mn,56303.0,Public,1,False,False,False,False,False,False,45.5691339,-94.1794181
11617,Willow Point Parkway,atlanta,ga,30068.0,Homeowners Community,2,False,False,False,False,True,False,33.9825133,-84.3947625
11618,Dekalb Medical Parkway,atlanta,ga,30058.0,Homeowners Community,1,False,False,False,False,True,False,33.7072497,-84.1456068
11619,Martz Road,baltimore,md,21784.0,Public,2,False,False,False,False,False,False,39.3965321,-76.9861794
11620,Holly Point Boulevard,norfolk-virginia beach,va,23325.0,Homeowners Community,2,False,True,False,False,False,False,36.8045344,-76.2525952
11621,Wentworth Court,norfolk-virginia beach,va,23436.0,Homeowners Community,2,False,False,False,False,False,False,36.8924067,-76.4992833
11622,South Street,charlotte,nc,28016.0,Public,2,False,False,False,False,True,False,35.2828757,-81.2892795
11623,Londonshire Drive,charlotte,nc,28216.0,Homeowners Community,2,False,False,False,False,True,False,35.3506959,-80.8721745
11624,Potters Lane,louisville,ky,47129.0,Public,2,False,False,False,False,False,False,38.3373981,-85.7703388
11625,Richley Avenue,dayton-springfield,oh,45417.0,Public,4,False,False,False,False,False,False,39.7358135,-84.2312551
11626,Pierce Drive,dayton-springfield,oh,45324.0,Public,4,False,False,False,False,True,False,39.8343444,-84.0229118
11627,Tall Oaks Court,columbus,oh,43055.0,Homeowners Community,2,False,False,False,False,True,False,40.0647545,-82.4522102
11628,Blackbird Lane,los angeles,ca,91351.0,Homeowners Community,1,False,False,False,False,True,False,34.409574,-118.4852636
11629,Nantasket Drive,los angeles,ca,90275.0,Homeowners Community,1,False,False,False,False,False,False,33.7415065,-118.3930492
11630,Joel Way,san francisco - oakland - san jose,ca,94040.0,Public,7,False,False,False,False,False,False,37.3598564,-122.0655513
11631,Sunnydale Avenue,san francisco - oakland - san jose,ca,94134.0,Public,1,False,False,False,False,False,False,37.7131841,-122.417382
11632,Coleman Avenue,san francisco - oakland - san jose,ca,94025.0,Public,4,False,False,False,False,True,False,37.4608076,-122.1594179
11633,EastWest Highway,washington,dc,20814.0,Public,6,False,False,False,False,True,False,38.986876,-77.09012
11634,Del Monte Drive,jacksonville,fl,32084.0,Public,8,False,False,False,False,True,False,29.9231011,-81.3428807
11635,Saint Augustine Ap,jacksonville,fl,32257.0,Homeowners Community,2,False,False,False,False,True,False,30.1774737,-81.6012096
11636,Forest Creek Drive,austin-san marcos,tx,78664.0,Homeowners Community,2,False,False,False,False,True,False,30.5085713,-97.6057577
11637,Balsam Lane,minneapolis-st. paul,mn,55347.0,Public,2,False,False,False,False,False,False,44.8248224,-93.40677
11638,Moller Road,indianapolis,in,46224.0,Public,2,False,False,False,False,True,False,39.8107942,-86.258597
11639,Burnt Hill Road,new york,ny,8558.0,Public,10,False,False,False,False,False,False,40.4263361,-74.67331
11640,Greenhurst Drive,louisville,ky,40299.0,Homeowners Community,1,False,False,False,False,False,False,38.1902152,-85.6074858
11641,Johnson Place,new york,ny,11557.0,Public,4,False,False,False,False,False,False,40.6394558,-73.696224
11642,Ryan Road,detroit,mi,48314.0,Public,5,False,True,False,False,False,False,42.598919,-83.0728841
11643,Brookofield Way,atlanta,ga,30134.0,Homeowners Community,1,False,False,False,False,False,False,33.7252855,-84.7871268
11644,North Dixboro Road,detroit,mi,48105.0,Homeowners Community,1,False,False,False,False,False,False,42.2787813,-83.6718133
11645,Ralph G Hamlin Junior Lane,boston,ma,2351.0,Public,3,False,False,False,False,True,False,42.1195537,-70.9431303
11646,Meadowlake Road,norfolk-virginia beach,va,23693.0,Homeowners Community,2,False,False,False,False,False,False,37.1189387,-76.4417553
11647,West Venetian Way,dayton-springfield,oh,45439.0,Public,1,False,False,False,False,True,False,39.6886046,-84.2350745
11648,South Montgomery Street,los angeles,ca,93023.0,Public,4,False,False,False,False,True,False,34.4460961,-119.2449939
11649,Atwood Court,los angeles,ca,91739.0,Homeowners Community,1,False,False,False,False,True,False,34.1237245,-117.5316095
11650,North Street,phoenix,az,85016.0,Homeowners Community,2,False,False,False,False,True,False,33.5131144,-112.0274591
11651,East Via Barola,los angeles,ca,90805.0,Public,1,False,False,False,False,False,False,33.8498709,-118.1821525
11652,Dogwood,san diego,ca,92021.0,Homeowners Community,1,False,False,False,False,False,False,32.8577347,-116.8414664
11653,Egret Drive,miami-fort lauderdale,fl,33009.0,Public,10,False,True,False,False,True,False,25.9825827,-80.1339126
11654,Villa Brook Lane,dallas - fort worth,tx,76017.0,Homeowners Community,1,False,False,False,False,True,False,32.6611184,-97.1313179
11655,South Coral Circle,miami-fort lauderdale,fl,33068.0,Homeowners Community,1,False,False,False,False,True,False,26.2044359,-80.2373171
11656,Southwest Court,miami-fort lauderdale,fl,33186.0,Homeowners Community,2,False,True,False,False,True,False,25.6304608,-80.4277968
11657,West Longboat Boulevard,tampa-st. petersburg-clearwater,fl,33615.0,Homeowners Community,3,False,False,False,False,True,False,28.0027567,-82.6038837
11658,Bermuda Lakes Lane,orlando,fl,34741.0,Homeowners Community,1,False,False,False,False,True,False,28.3123623,-81.4172423
11659,La Reserve Drive,jacksonville,fl,32082.0,Homeowners Community,2,False,False,False,False,False,False,30.2060729,-81.3738227
11660,East Michigan Street,orlando,fl,32812.0,Homeowners Community,1,False,False,False,False,True,False,28.5137264,-81.3160372
11661,Wurzbach Road,san antonio,tx,78238.0,Homeowners Community,1,False,False,False,False,True,False,29.4791968,-98.6095476
11662,La Cantera Parkway,san antonio,tx,78256.0,Homeowners Community,1,False,False,False,False,True,False,29.6017078,-98.6178142
11663,South Street East,minneapolis-st. paul,mn,55075.0,Public,3,False,False,False,False,False,False,44.8650498,-93.033157
11664,Lafayette Avenue,new york,ny,7675.0,Public,2,False,False,False,False,False,False,40.9968807,-74.043517
11665,North Lincoln Memorial Drive,milwaukee,wi,53202.0,Public,6,False,True,False,False,True,False,43.0541196,-87.88555
11666,Avenue,chicago,il,60160.0,Public,2,True,False,False,False,True,False,41.9013627,-87.877205
11667,West Road,new york,ny,11545.0,Public,1,True,False,False,False,False,False,40.8031711,-73.596575
11668,Shallowford Road Northeast,atlanta,ga,30066.0,Public,16,False,False,False,False,True,True,34.0387824,-84.4682658
11669,Adcox Square,atlanta,ga,30088.0,Homeowners Community,4,False,False,False,False,True,False,33.7653773,-84.1890264
11670,Hibbard Street,detroit,mi,48214.0,Homeowners Community,1,False,False,False,False,False,False,42.3565619,-82.9866779
11671,Marina Drive,detroit,mi,48312.0,Public,6,False,True,False,False,False,False,42.5544792,-82.9960549
11672,Lake Harbin Road,atlanta,ga,30260.0,Homeowners Community,2,False,False,False,False,False,False,33.5837531,-84.3233192
11673,North Franklin Avenue,detroit,mi,48506.0,Public,2,False,False,False,False,False,False,43.0475496,-83.6658347
11674,Northwest Somerset Drive,portland,or,97006.0,Public,2,False,True,False,False,False,False,45.54535,-122.8525221
11675,Heritage Circle,new york,ny,6488.0,Homeowners Community,2,False,False,False,False,False,False,41.4952871,-73.2337368
11676,Brook Arbor Drive,raleigh-durham-chapel hill,nc,27519.0,Homeowners Community,1,False,False,False,False,True,False,35.7972441,-78.8726199
11677,East Jackrabbit Road,phoenix,az,85250.0,Homeowners Community,3,False,False,False,False,False,False,33.5165135,-111.9150424
11678,Butternut Drive,dayton-springfield,oh,45419.0,Public,2,False,False,False,False,False,False,39.7167935,-84.1567862
11679,Coronado Center Drive,las vegas,nv,89052.0,Public,8,False,False,False,False,False,False,35.9963756,-115.1110554
11680,North Ohio Avenue,columbus,oh,43203.0,Public,3,False,False,False,False,False,False,39.9703781,-82.9700482
11681,Wallace Park Drive,kansas city,mo,66071.0,Public,2,False,False,False,False,False,False,38.5649955,-94.8774147
11682,Perry Street,kansas city,mo,66204.0,Homeowners Community,2,False,False,False,False,True,False,38.9834316,-94.7027171
11683,Redhawk,los angeles,ca,92604.0,Homeowners Community,2,False,False,False,False,False,False,33.6905134,-117.7989078
11684,North Avenue,phoenix,az,85051.0,Homeowners Community,1,False,False,False,False,True,False,33.5713195,-112.1283853
11685,Willow Street,san francisco - oakland - san jose,ca,95125.0,Public,6,False,False,False,False,False,False,37.3040816,-121.9098115
11686,Granite Creek Road,san diego,ca,92128.0,Homeowners Community,1,False,False,False,False,True,False,32.9626495,-117.0898068
11687,Ardath Lane,san diego,ca,92037.0,Homeowners Community,1,False,False,False,False,False,False,32.8499927,-117.2500741
11688,East Maddox Avenue,dallas - fort worth,tx,76104.0,Public,2,False,False,False,False,True,False,32.7273823,-97.3114121
11689,Maurice Avenue,dallas - fort worth,tx,76111.0,Public,2,False,False,False,False,False,False,32.7760805,-97.2948253
11690,North Colonial Drive,dallas - fort worth,tx,76033.0,Public,8,False,False,False,False,True,False,32.3458688,-97.4213398
11691,Warner Smith Boulevard,houston - galveston - brazoria,tx,77433.0,Public,6,False,True,False,False,True,False,29.9372526,-95.7194138
11692,Prima Street,houston - galveston - brazoria,tx,77083.0,Homeowners Community,1,False,False,False,False,True,False,29.6850189,-95.6292486
11693,Lakeshore North,sacramento-yolo,ca,95602.0,Homeowners Community,4,False,False,False,False,True,False,39.0414946,-121.0679305
11694,Lake Park Drive South,seattle,wa,98144.0,Public,2,False,False,False,False,True,False,47.5794931,-122.2884965
11695,Maybrook Road,west palm beach - boca raton,fl,33437.0,Homeowners Community,10,True,False,False,False,True,False,26.5033758,-80.1481926
11696,West Street,minneapolis-st. paul,mn,55317.0,Public,1,False,True,False,False,False,False,44.8634357,-93.558014
11697,Lakewood Drive,minneapolis-st. paul,mn,55109.0,Public,4,False,True,False,False,False,False,44.9974227,-92.999122
11698,Street South,minneapolis-st. paul,mn,55016.0,Public,2,False,False,False,False,True,False,44.8205837,-92.918286
11699,South Malta Road,chicago,il,60150.0,Public,5,False,False,False,False,False,False,41.938512,-88.884573
11700,Sheffield Avenue,chicago,il,46327.0,Public,2,False,False,False,False,True,False,41.645835,-87.518098
11701,King Street,new york,ny,12601.0,Public,3,False,False,False,False,True,False,41.7008903,-73.907636
11702,Townview Place,nashville,tn,37217.0,Homeowners Community,1,False,False,False,False,False,False,36.0783349,-86.638763
11703,Doral West Drive,indianapolis,in,46250.0,Homeowners Community,1,False,False,False,False,True,False,39.918673,-86.0456407
11704,Sara Jane Campbell Drive Southwest,atlanta,ga,30331.0,Public,4,False,False,False,False,False,False,33.7016981,-84.5605016
11705,Paces Vinings Drive Southeast,atlanta,ga,30080.0,Homeowners Community,4,True,False,False,False,True,False,33.8648478,-84.4906676
11706,South Middlebush Road,new york,ny,8823.0,Homeowners Community,2,False,False,False,False,False,False,40.4378673,-74.5576
11707,Bell Boulevard,new york,ny,11361.0,Public,2,False,False,False,False,False,False,40.7578146,-73.7685478
11708,Haymon Morris Road,atlanta,ga,30620.0,Public,4,False,False,False,False,False,False,33.9470269,-83.7866306
11709,Saddle Creek,atlanta,ga,30135.0,Homeowners Community,2,False,True,False,False,False,False,33.7283997,-84.713645
11710,Palmer Drive,philadelphia,pa,8057.0,Homeowners Community,1,False,False,False,False,False,False,39.9860727,-74.9023283
11711,Bexleigh Court,baltimore,md,21234.0,Homeowners Community,2,False,False,False,False,False,False,39.4121588,-76.5245712
11712,Sandpiper Road,norfolk-virginia beach,va,23456.0,Public,2,False,False,False,False,True,False,36.6946101,-75.9246147
11713,Currituck Avenue,raleigh-durham-chapel hill,nc,28334.0,Homeowners Community,1,False,False,False,False,False,False,35.3259013,-78.6175311
11714,Conquista Court,las vegas,nv,89121.0,Homeowners Community,1,False,True,False,False,False,False,36.1226582,-115.1076972
11715,Lomita Street,san diego,ca,92054.0,Homeowners Community,1,False,False,False,False,False,False,33.20161,-117.3550773
11716,South Porta Roma,los angeles,ca,92324.0,Homeowners Community,2,False,False,False,False,True,False,34.0517794,-117.3142755
11717,North Central Avenue,phoenix,az,85020.0,Homeowners Community,1,False,False,False,False,False,False,33.5551916,-112.0733571
11718,Callan Boulevard,san francisco - oakland - san jose,ca,94015.0,Public,4,False,False,False,False,True,False,37.6626753,-122.4713802
11719,Maturin Drive,san diego,ca,92127.0,Homeowners Community,1,False,False,False,False,True,False,33.0045157,-117.0898497
11720,Fontainebleau Boulevard,miami-fort lauderdale,fl,33172.0,Homeowners Community,2,False,False,False,False,True,False,25.7755374,-80.3401637
11721,Bunchberry Drive,dallas - fort worth,tx,75243.0,Public,2,False,False,False,False,False,False,32.9221142,-96.707679
11722,Colonial Drive,miami-fort lauderdale,fl,33063.0,Homeowners Community,2,False,False,False,False,False,False,26.2637083,-80.2120936
11723,Cleary Boulevard,miami-fort lauderdale,fl,33324.0,Homeowners Community,2,False,False,False,False,True,False,26.1337776,-80.2923882
11724,Cliffwood Drive,houston - galveston - brazoria,tx,77035.0,Public,2,False,True,False,False,True,False,29.6680303,-95.454669
11725,Buffalo Run,houston - galveston - brazoria,tx,77489.0,Public,6,False,False,False,False,False,False,29.613433,-95.519439
11726,Misty Meadow Lane,houston - galveston - brazoria,tx,77079.0,Homeowners Community,3,False,True,False,False,False,False,29.7804697,-95.5968261
11727,Stage Road,washington,dc,20011.0,Public,26,True,False,False,True,True,True,38.954124,-77.038265
11728,Schaeffer Road,washington,dc,20874.0,Public,2,False,True,False,False,False,False,39.149491,-77.30168
11729,Narragansett Bay Drive,tampa-st. petersburg-clearwater,fl,33615.0,Homeowners Community,1,False,False,False,False,True,False,28.0070478,-82.6051819
11730,Southwest Street,west palm beach - boca raton,fl,33445.0,Homeowners Community,1,False,False,False,False,False,False,26.43998,-80.1026273
11731,William Clark Avenue,orlando,fl,32771.0,Public,4,False,True,False,False,False,False,28.7962736,-81.2769091
11732,Baymeadows Road,jacksonville,fl,32217.0,Homeowners Community,1,False,False,False,False,False,False,30.221825,-81.5994716
11733,Canterbury Road,philadelphia,pa,19083.0,Public,4,False,False,False,False,False,False,39.9783656,-75.287265
11734,South Newland Street,denver,co,80227.0,Public,4,False,False,False,False,False,False,39.662213,-105.0695
11735,Street,new york,ny,7047.0,Public,2,False,False,False,False,True,False,40.8116573,-74.017049
11736,Lake Iliff Road,new york,ny,7860.0,Public,2,False,False,False,False,False,False,41.0308088,-74.7219443
11737,Larry Court,new york,ny,8810.0,Homeowners Community,3,False,False,False,False,False,False,40.3826437,-74.5227313
11738,Millstone Tr,atlanta,ga,30135.0,Homeowners Community,2,False,False,False,False,True,False,33.7146751,-84.7392547
11739,Tonsing Drive,cleveland,oh,44125.0,Public,3,False,False,False,False,True,False,41.4162369,-81.5990853
11740,West Pine Street,boston,ma,2466.0,Public,2,False,False,False,False,False,False,42.3544926,-71.2513483
11741,Edinburgh Drive,cincinnati,oh,45066.0,Homeowners Community,2,False,False,False,False,False,False,39.533182,-84.2330253
11742,Marshview Drive,norfolk-virginia beach,va,23451.0,Public,2,False,False,False,False,False,False,36.8360203,-75.9923565
11743,Kellogg Woods Park Drive Southeast,grand rapids,mi,49548.0,Public,4,False,False,False,False,True,False,42.8638627,-85.659188
11744,Prospector Ridge Drive,st. louis,mo,63011.0,Homeowners Community,2,False,False,False,False,False,False,38.6019307,-90.6182921
